GUID,conductivity,pH,W_1,R_W,PI
{A5C34257-EAC4-B08E-3534-949A8C5CBFD6},148.7,8.26,2.53519,0.9261959362225802,0.8115624140811007
{83BA2400-8F34-648D-905E-4BC681F80FBA},145.8,8.29,2.524845,0.9242405662190384,0.8025645658072453
{F36BCE1F-6019-26C4-D43F-5803697B392B},147.2,8.33,2.500658,0.9199128593521692,0.8032275117396823
{7FD79B8A-6ACC-931A-8861-F4F32CDD2682},148.0,8.27,2.53317,0.9258780722706612,0.8094507572179045
{42B984F1-A86C-915B-29A5-5278C567B874},144.0,8.25,2.536091,0.9297574395340232,0.7993941971666344
{92A8F3EB-9BB6-A2F0-9E54-7167EA5CEDCA},13.68,8.11,2.450283,0.9088367676595334,0.5190810550321889
{22426290-2CD4-444A-3191-59779E1EDA88},133.3,8.66,2.462536,0.9033812561676652,0.7291371494254446
{347A5ABC-5C82-33B6-088A-396F8A18DA47},141.2,8.25,2.3875010000000003,0.8919462239775966,0.7719080476827305
{A2A495A8-F61C-44E5-E9D4-AE26837D4586},11.94,8.34,2.457318,0.8877696562966046,0.5166880084986595
{C6D2EA82-6EC5-8782-4E93-A7B71F02BAB3},137.7,8.7,2.473927,0.9139295994845786,0.7297473417522505
{982982DE-4464-05CC-C5B7-2D8BEF575511},152.0,8.31,2.344529,0.8302668082240195,0.7846074517451734
{F16374D2-0BA8-1940-4C28-612A43D35384},147.7,8.39,2.30581,0.8478720188738773,0.7716247884841815
{1D7527D2-656B-B124-4DAA-7A31DCD7A637},112.0,8.73,2.715295,0.9204779863553542,0.6747256128027471
{2B84F234-9582-B917-D4B4-2216DA6E59E7},14.12,8.27,2.625069,0.926304449390878,0.5304928950393843
{B8E56999-C2E3-9C39-8166-0AD55CE28C18},137.3,6.4,2.25427,0.8613980183340403,0.725150892023819
{519A9170-94D1-BE43-9C2F-EC6C48CB4C5E},121.9,8.85,2.679244,0.915352156416328,0.6533778994303246
{25B8EDAA-1D5B-72A3-1111-1D02BB6137CE},199.5,5.89,1.665471,0.9685116296109778,0.5762983935989336
{826591CA-51A1-E783-2EA4-90C4CEA7FBA2},140.2,6.46,2.376185,0.9098384320140172,0.7642953942262533
{581514E2-CCDD-EE6E-370D-7D51F99BE5CC},115.7,8.78,2.278813,0.8744089868532431,0.6242761852996719
